project_name,address,city,zip,latitude,longitude,total_units,affordable_units,family_units_estimate,status,expected_year,source
NAYA Portsmouth,8325 N Hereford Ave,Portland,97203,45.5842037,-122.7209441,58.0,58.0,30.0,in_development,2026.0,Housing Development Center; NAYA Family Center; Portsmouth redevelopment
Modera Belmont (IH-restricted units),3336 SE Belmont St,Portland,97214,45.5163361,-122.630119,171.0,17.0,5.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024); Mill Creek
The Eleanor (IH-restricted units),2135 NW 24th Ave,Portland,97210,45.5378707,-122.7010569,139.0,14.0,3.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024); Slabtown
The Burnside 26 (IH-restricted),2525 E Burnside St,Portland,97214,45.5230748,-122.6398659,108.0,11.0,3.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024)
Lloyd East (IH-restricted),1239 NE Halsey St,Portland,97232,45.5336894,-122.6531728,241.0,24.0,5.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024)
Powell Five (IH-restricted),5030 SE Powell Blvd,Portland,97206,45.4974157,-122.6110428,138.0,14.0,4.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024)
Vestal Court (IH-restricted),2920 NE Oregon St,Portland,97232,45.5285202,-122.635488,110.0,11.0,2.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024)
Dr. Darrell Millner Building,5050 N Interstate Ave,Portland,97217,45.5593539,-122.6819273,63.0,63.0,48.0,in_development,2025.0,"PCRI N/NE Preference; 15x1BR + 23x2BR + 25x3BR; 17 @30% AMI, 45 @60% AMI"
PCRI Pathway 1000 - NE Williams rowhomes,N Williams Ave (scattered),Portland,97227,45.5447,-122.6758,12.0,12.0,12.0,funded,2027.0,PCRI Pathway 1000 Implementation Plan; scattered-site ownership; N/NE Preference
Byline / Press Blocks (IH-restricted),1621 SW Alder St,Portland,97205,45.5224439,-122.6880465,341.0,34.0,10.0,in_development,2025.0,Portland Inclusionary Housing Unit List (Oct 2024); Press Blocks mixed-use
11 West Apartments (IH-restricted),1075 SW 11th Ave,Portland,97205,45.5220818,-122.6821629,100.0,10.0,3.0,permitted,2026.0,Portland Inclusionary Housing Unit List; Sawtooth; Goose Hollow
Park Avenue West Lofts (IH-restricted),728 SW Park Ave,Portland,97205,45.5226154,-122.6790815,200.0,20.0,4.0,in_development,2026.0,Portland Inclusionary Housing Unit List; downtown residential tower
N Williams Center (IH-restricted),3534 N Williams Ave,Portland,97227,45.5485562,-122.6665736,140.0,14.0,4.0,in_development,2026.0,Portland Inclusionary Housing Unit List; Albina / Eliot
Division 50 (IH-restricted),5020 SE Division St,Portland,97206,45.5051642,-122.6106763,135.0,14.0,4.0,in_development,2026.0,Portland Inclusionary Housing Unit List; Richmond / Division Midway
Belmont 33 (IH-restricted),3300 SE Belmont St,Portland,97214,45.5163518,-122.630826,95.0,10.0,3.0,permitted,2026.0,Portland Inclusionary Housing Unit List; Sunnyside corridor
Sellwood Gateway (IH-restricted),1601 SE Tacoma St,Portland,97202,45.464397,-122.648845,102.0,10.0,3.0,in_development,2026.0,Portland Inclusionary Housing Unit List; Sellwood
Montavilla 80 (IH-restricted),8025 SE Stark St,Portland,97215,45.519226,-122.5811416,78.0,8.0,2.0,permitted,2026.0,Portland Inclusionary Housing Unit List; Montavilla
City Acquisition: Jade District Building,8145 SE Division St,Portland,97266,45.5049934,-122.579243,60.0,60.0,20.0,funded,2026.0,PHB 2025-06 $26M acquisition / conversion to affordable; Jade District
City Acquisition: Old Town Building,SW 4th Ave & W Burnside (TBD),Portland,97204,45.5211,-122.6747,100.0,100.0,10.0,funded,2026.0,PHB 2025-06 $26M acquisition / conversion to affordable; Old Town
City Acquisition: East Portland Building,SE 102nd Ave & SE Stark St (TBD),Portland,97216,45.5162,-122.5491,70.0,70.0,25.0,funded,2026.0,PHB 2025-06 $26M acquisition / conversion to affordable; East Portland
Our Just Future Rockwood Site,18710 E Burnside St,Portland,97233,45.5227473,-122.5619482,80.0,80.0,40.0,funded,2028.0,OHCS HSC Dec 2025 award; Our Just Future; Rockwood / East Portland
CPAH SW Barbur Phase II,10000 SW Barbur Blvd,Portland,97219,45.452929,-122.7217567,75.0,75.0,35.0,proposed,2029.0,CPAH pipeline; companion to Jamii Court; West Portland Park
PCEF High-Performance Housing Award A,TBD (East Portland),Portland,97236,45.4788,-122.5286,50.0,50.0,20.0,funded,2027.0,PCEF 2025 $15M award for carbon-reducing affordable construction; est. 580 units
PCEF High-Performance Housing Award B,TBD (North Portland),Portland,97217,45.5858,-122.6819,60.0,60.0,25.0,funded,2027.0,PCEF 2025 $15M award for carbon-reducing affordable construction; est. 580 units
